Date,Mileage,time_corr,pace_min
2013-09-23 00:00:00,6.61,0:45:12,6.838124054462935
2013-09-26 00:00:00,3.1,0:17:39,5.693548387096774
2013-09-27 00:00:00,5.66,0:44:34,7.87396937573616
2013-09-29 00:00:00,3.63,0:23:57,6.597796143250689
2013-09-30 00:00:00,7.13,0:48:10,6.7554932211313705
2013-10-01 00:00:00,3.1,0:17:27,5.629032258064516
2013-10-02 00:00:00,7.56,0:54:42,7.235449735449736
2013-10-03 00:00:00,8.72,1:12:36,8.325688073394495
2013-10-04 00:00:00,7.38,0:52:23,7.098012646793135
2013-10-06 00:00:00,6.58,0:48:50,7.421479229989869
2013-10-08 00:00:00,3.56,0:29:54,8.398876404494382
2013-10-09 00:00:00,3.1,0:17:12,5.548387096774193
2013-10-10 00:00:00,5.79,0:41:56,7.24237190558434
2013-10-11 00:00:00,7.47,0:47:24,6.3453815261044175
2013-10-13 00:00:00,3.62,0:25:38,7.081031307550645
2013-10-14 00:00:00,5.38,0:44:33,8.280669144981413
2013-10-15 00:00:00,3.41,0:33:48,9.912023460410557
2013-10-16 00:00:00,2.65,0:18:47,7.088050314465409
2013-10-17 00:00:00,3.65,0:27:00,7.397260273972603
2013-10-18 00:00:00,1.35,0:8:56,6.617283950617283
2013-10-18 00:00:00,3.1,0:17:35,5.672043010752688
2013-10-19 00:00:00,3.1,0:22:27,7.241935483870967
2013-10-20 00:00:00,4.77,0:34:33,7.2431865828092254
2013-10-22 00:00:00,2.87,0:24:35,8.56562137049942
2013-10-23 00:00:00,3.3,0:23:49,7.217171717171718
2013-10-24 00:00:00,2.85,0:19:02,6.678362573099415
2013-10-25 00:00:00,1.31,,nan
2013-10-25 00:00:00,3.1,0:16:27,5.306451612903226
2013-10-29 00:00:00,3.77,0:27:21,7.254641909814324
2013-10-31 00:00:00,3.62,0:23:25,6.468692449355433
2013-11-01 00:00:00,5.73,0:42:32,7.422920302501454
2013-11-03 00:00:00,9.12,1:07:14,7.372076023391814
2013-11-04 00:00:00,3.62,0:24:33,6.781767955801104
2013-11-05 00:00:00,5.89,0:37:33,6.375212224108659
2013-11-07 00:00:00,3.94,0:25:04,6.362098138747885
2013-11-09 00:00:00,2.07,0:14:40,7.085346215780999
2013-11-10 00:00:00,3.1,0:16:55,5.456989247311828
2013-11-12 00:00:00,5.44,0:41:24,7.610294117647058
2013-11-13 00:00:00,3.62,0:24:20,6.721915285451197
2013-11-14 00:00:00,5.59,0:36:56,6.607036374478236
2013-11-17 00:00:00,9.16,1:07:12,7.336244541484716
2013-11-18 00:00:00,3.05,0:22:28,7.366120218579236
2013-11-20 00:00:00,5.55,0:40:33,7.306306306306307
2013-11-22 00:00:00,2.05,0:14:03,6.853658536585367
2013-11-23 00:00:00,3.1,0:17:15,5.564516129032258
2013-12-04 00:00:00,5.27,0:46:58,8.912080961416825
2013-12-08 00:00:00,4.16,0:29:36,7.115384615384615
2013-12-09 00:00:00,5.01,0:34:29,6.882900864936793
2013-12-11 00:00:00,5.03,0:40:02,7.958913187541418
2014-01-12 00:00:00,3.71,0:31:54,8.598382749326145
2014-01-14 00:00:00,3.6,0:26:19,7.310185185185185
2014-01-23 00:00:00,5.18,0:44:04,8.507078507078507
2014-01-25 00:00:00,4.97,0:36:32,7.350771294433267
2014-01-26 00:00:00,5.15,0:37:31,7.284789644012944
2014-01-28 00:00:00,5.45,0:38:59,7.152905198776758
2014-01-30 00:00:00,4.01,0:32:06,8.00498753117207
2014-02-01 00:00:00,4.6,0:40:36,8.82608695652174
2014-02-06 00:00:00,3.95,0:29:54,7.5696202531645564
2014-02-08 00:00:00,4.23,0:29:13,6.907013396375097
2014-02-09 00:00:00,4.52,0:28:15,6.250000000000001
2014-02-12 00:00:00,4.04,0:30:18,7.5
2014-02-14 00:00:00,3.02,0:23:51,7.897350993377484
2014-02-15 00:00:00,5.15,0:34:11,6.6375404530744335
2014-02-16 00:00:00,4.01,0:30:00,7.4812967581047385
2014-02-18 00:00:00,3.42,0:24:17,7.1003898635477585
2014-02-19 00:00:00,4.34,0:30:17,6.977726574500768
2014-02-22 00:00:00,4.5,,nan
2014-02-23 00:00:00,6.39,0:45:35,7.133541992696922
2014-02-25 00:00:00,3.78,0:33:06,8.756613756613756
2014-02-27 00:00:00,3.34,0:22:37,6.771457085828343
2014-03-01 00:00:00,4.28,0:29:35,6.911993769470405
2014-03-02 00:00:00,5.36,0:37:01,6.906094527363184
2014-03-04 00:00:00,3.96,0:26:31,6.696127946127946
2014-03-07 00:00:00,4.11,0:29:51,7.262773722627737
2014-03-09 00:00:00,3.28,0:21:54,6.676829268292683
2014-03-10 00:00:00,3.36,0:23:31,6.999007936507937
2014-03-11 00:00:00,4.24,0:35:50,8.45125786163522
2014-03-15 00:00:00,2.74,0:22:45,8.302919708029197
2014-03-16 00:00:00,6.0,0:40:03,6.675
2014-03-18 00:00:00,3.44,0:30:46,8.943798449612403
2014-03-20 00:00:00,4.12,0:27:32,6.682847896440129
2014-03-22 00:00:00,5.35,0:35:54,6.710280373831776
2014-03-23 00:00:00,4.31,0:29:19,6.80201082753287
2014-03-26 00:00:00,3.84,0:28:13,7.348090277777778
2014-03-27 00:00:00,4.66,0:43:58,9.434907010014307
2014-03-30 00:00:00,4.99,0:34:38,6.9405477621910485
2014-04-01 00:00:00,5.07,0:44:51,8.846153846153845
2014-04-04 00:00:00,4.44,0:31:54,7.184684684684684
2014-04-16 00:00:00,4.11,0:36:27,8.86861313868613
2014-04-17 00:00:00,3.87,0:27:14,7.037037037037037
2014-04-19 00:00:00,6.2,0:42:14,6.811827956989247
2014-04-22 00:00:00,5.69,0:48:54,8.59402460456942
2014-04-24 00:00:00,4.69,0:37:00,7.88912579957356
2014-04-26 00:00:00,4.01,0:27:42,6.907730673316708
2014-04-27 00:00:00,5.69,0:41:50,7.352079671939074
2014-04-29 00:00:00,4.07,0:32:04,7.878787878787878
2014-05-01 00:00:00,6.0,0:47:14,7.872222222222222
2014-05-03 00:00:00,4.0,0:29:41,7.420833333333333
2014-05-04 00:00:00,7.37,0:51:46,7.0239710538218
2014-05-06 00:00:00,4.06,0:31:52,7.848932676518884
2014-05-07 00:00:00,4.2,0:30:25,7.242063492063492
2014-05-08 00:00:00,5.88,0:50:15,8.545918367346939
2014-05-10 00:00:00,3.1,0:18:47,6.059139784946237
2014-05-10 00:00:00,2.82,,nan
2014-05-11 00:00:00,2.96,0:23:14,7.8490990990990985
2014-05-13 00:00:00,4.0,0:29:32,7.383333333333334
2014-05-14 00:00:00,4.28,0:33:32,7.834890965732087
2014-05-17 00:00:00,5.03,,nan
2014-05-18 00:00:00,3.54,0:25:07,7.095103578154426
2014-05-20 00:00:00,4.21,0:30:12,7.173396674584323
2014-05-24 00:00:00,4.31,0:30:21,7.041763341067286
2014-05-25 00:00:00,4.57,0:33:29,7.326768781911014
2014-05-26 00:00:00,5.0,0:35:36,7.12
2014-05-28 00:00:00,3.8,0:26:17,6.916666666666667
2014-05-29 00:00:00,4.01,0:31:01,7.734829592684955
2014-05-31 00:00:00,2.93,0:17:53,6.103526734926052
2014-06-02 00:00:00,4.72,0:34:34,7.323446327683616
2014-06-03 00:00:00,3.5,0:26:00,7.428571428571429
2014-06-03 00:00:00,3.25,0:23:12,7.138461538461539
2014-06-05 00:00:00,4.01,0:31:29,7.85120532003325
2014-06-06 00:00:00,7.16,0:51:19,7.167132216014897
2014-06-08 00:00:00,6.61,0:45:53,6.94150277357539
2014-06-09 00:00:00,3.75,0:31:14,8.328888888888889
2014-06-11 00:00:00,3.1,0:22:33,7.274193548387097
2014-06-12 00:00:00,4.08,0:28:24,6.9607843137254894
2014-06-16 00:00:00,4.51,0:34:15,7.594235033259424
2014-06-18 00:00:00,4.08,0:27:59,6.858660130718954
2014-06-20 00:00:00,7.17,0:56:06,7.824267782426778
2014-06-23 00:00:00,5.14,0:39:16,7.639429312581064
2014-06-25 00:00:00,5.3,0:39:02,7.364779874213837
2014-06-27 00:00:00,5.16,0:41:56,8.126614987080103
2014-06-28 00:00:00,3.1,0:18:55,6.102150537634409
2014-06-29 00:00:00,3.1,0:22:56,7.397849462365591
2014-06-30 00:00:00,4.06,0:33:10,8.16912972085386
2014-06-30 00:00:00,4.5,,nan
2014-07-02 00:00:00,4.95,0:37:55,7.65993265993266
2014-07-04 00:00:00,4.99,0:33:14,6.659986639946559
2014-07-06 00:00:00,4.16,0:28:39,6.88701923076923
2014-07-07 00:00:00,4.4,0:34:08,7.757575757575757
2014-07-08 00:00:00,4.57,,nan
2014-07-09 00:00:00,3.1,0:27:28,8.860215053763442
2014-07-11 00:00:00,6.02,,nan
2014-07-12 00:00:00,1.86,0:10:48,5.806451612903226
2014-07-12 00:00:00,2.52,,nan
2014-07-13 00:00:00,4.04,0:30:02,7.4339933993399345
2014-07-14 00:00:00,4.4,0:41:20,9.393939393939394
2014-07-16 00:00:00,4.13,,nan
2014-07-16 00:00:00,1.0,0:4:59,4.983333333333333
2014-07-16 00:00:00,0.5,0:2:15,4.5
2014-07-16 00:00:00,1.75,,nan
2014-07-17 00:00:00,5.01,,nan
2014-07-18 00:00:00,5.27,0:55:23,10.509171410499684
2014-07-21 00:00:00,4.24,0:38:59,9.194182389937106
2014-07-22 00:00:00,4.16,,nan
2014-07-23 00:00:00,4.85,0:42:32,8.769759450171822
2014-07-23 00:00:00,5.21,,nan
2014-07-24 00:00:00,4.48,0:35:26,7.90922619047619
2014-07-25 00:00:00,3.4,0:28:29,8.377450980392158
2014-07-26 00:00:00,6.63,0:45:55,6.925590749120161
2014-07-27 00:00:00,8.3,1:05:24,7.879518072289156
2014-07-29 00:00:00,5.56,0:41:57,7.544964028776978
2014-07-30 00:00:00,4.21,0:35:24,8.408551068883611
2014-07-31 00:00:00,5.93,0:41:46,7.043282743114109
2014-08-01 00:00:00,2.83,0:24:20,8.598351001177857
2014-08-01 00:00:00,1.86,0:10:01,5.385304659498208
2014-08-01 00:00:00,1.67,,nan
2014-08-02 00:00:00,4.25,,nan
2014-08-03 00:00:00,4.15,,nan
2014-08-05 00:00:00,7.02,1:03:25,9.033713200379868
2014-08-06 00:00:00,6.63,1:01:08,9.22071392659628
2014-08-07 00:00:00,3.07,0:29:49,9.71226927252986
2014-08-08 00:00:00,7.3,1:02:36,8.575342465753426
2014-08-11 00:00:00,4.7,,nan
2014-08-12 00:00:00,4.18,,nan
2014-08-13 00:00:00,7.2,1:03:13,8.780092592592592
2014-08-14 00:00:00,3.53,0:28:31,8.07837582625118
2014-08-15 00:00:00,4.14,0:32:55,7.950885668276973
2014-08-17 00:00:00,5.09,0:41:15,8.104125736738704
2014-08-18 00:00:00,4.97,0:35:34,7.156270959087861
2014-08-19 00:00:00,3.36,0:21:47,6.483134920634921
2014-08-20 00:00:00,5.31,0:48:46,9.183929692404268
2014-08-21 00:00:00,2.28,,nan
2014-08-22 00:00:00,4.34,0:34:16,7.895545314900153
2014-08-24 00:00:00,5.01,0:36:30,7.285429141716567
2014-08-25 00:00:00,4.47,0:32:11,7.199850857568978
2014-08-25 00:00:00,2.51,0:19:31,7.775564409030546
2014-08-26 00:00:00,3.1,0:17:56,5.784946236559139
2014-08-28 00:00:00,3.04,0:22:35,7.428728070175438
2014-08-29 00:00:00,2.79,0:19:58,7.156511350059737
2014-08-30 00:00:00,1.5,0:11:27,7.633333333333334
2014-08-30 00:00:00,3.1,0:16:55,5.456989247311828
2014-09-01 00:00:00,5.38,0:39:59,7.431846344485749
2014-09-02 00:00:00,1.91,0:10:49,5.663176265270506
2014-09-04 00:00:00,5.01,0:37:49,7.548236859614105
2014-09-06 00:00:00,4.39,0:42:55,9.776006074411542
2014-09-07 00:00:00,6.13,0:45:14,7.379010331702012
2014-09-08 00:00:00,6.06,0:41:14,6.804180418041805
2014-09-09 00:00:00,3.1,0:17:31,5.650537634408602
2014-09-10 00:00:00,5.14,0:35:16,6.8612191958495465
2014-09-11 00:00:00,4.21,0:31:21,7.446555819477435
2014-09-12 00:00:00,6.77,0:44:16,6.53865091088134
2014-09-15 00:00:00,5.01,0:35:31,7.08915502328676
2014-09-16 00:00:00,3.1,0:17:55,5.779569892473118
2014-09-17 00:00:00,2.7,,nan
2014-09-18 00:00:00,5.53,0:38:31,6.965039180229054
2014-09-19 00:00:00,3.1,0:24:40,7.956989247311827
2014-09-20 00:00:00,3.1,0:16:36,5.354838709677419
2014-09-20 00:00:00,2.88,,nan
2014-09-20 00:00:00,4.03,,nan
2014-09-22 00:00:00,7.0,0:52:15,7.4642857142857135
2014-09-23 00:00:00,9.11,1:01:06,6.706915477497256
2014-09-25 00:00:00,6.88,0:48:54,7.107558139534884
2014-09-27 00:00:00,6.2,0:36:40,5.913978494623655
2014-09-28 00:00:00,4.28,0:31:42,7.406542056074766
2014-09-29 00:00:00,6.59,0:49:05,7.448153768335862
2014-09-30 00:00:00,5.17,0:36:44,7.105093488072212
2014-10-02 00:00:00,3.1,0:18:18,5.903225806451613
2014-10-03 00:00:00,2.6,0:24:52,9.564102564102564
2014-10-05 00:00:00,3.1,0:16:31,5.327956989247312
2014-10-06 00:00:00,5.9,0:40:16,6.824858757062146
2014-10-07 00:00:00,2.68,0:21:38,8.072139303482587
2014-10-08 00:00:00,3.98,0:30:43,7.717755443886097
2014-10-08 00:00:00,8.65,1:22:00,9.479768786127169
2014-10-09 00:00:00,3.1,0:16:56,5.46236559139785
2014-10-10 00:00:00,4.05,0:31:13,7.707818930041153
2014-10-13 00:00:00,4.96,0:35:32,7.163978494623655
2014-10-14 00:00:00,3.1,0:18:04,5.827956989247312
2014-10-15 00:00:00,4.92,0:33:57,6.900406504065041
2014-10-16 00:00:00,5.04,0:35:24,7.023809523809524
2014-10-17 00:00:00,2.83,0:19:50,7.008244994110718
2014-10-18 00:00:00,2.92,0:24:48,8.493150684931507
2014-10-20 00:00:00,3.08,0:21:49,7.083333333333333
2014-10-21 00:00:00,4.29,0:30:56,7.21056721056721
2014-10-22 00:00:00,2.73,0:19:17,7.063492063492063
2014-10-23 00:00:00,3.1,0:24:12,7.806451612903226
2014-10-24 00:00:00,1.23,0:11:53,9.661246612466124
2014-10-24 00:00:00,3.1,0:16:43,5.39247311827957
2014-10-27 00:00:00,3.44,0:29:05,8.454457364341085
2014-10-28 00:00:00,4.31,0:33:01,7.6604795050270695
2014-10-30 00:00:00,5.0,0:38:59,7.796666666666667
2014-10-31 00:00:00,5.64,0:39:16,6.962174940898346
2014-11-01 00:00:00,6.03,0:42:04,6.976229961304588
2014-11-02 00:00:00,5.22,,nan
2014-11-04 00:00:00,4.47,0:34:24,7.695749440715884
2014-11-06 00:00:00,4.4,0:36:04,8.196969696969695
2014-11-08 00:00:00,4.11,0:27:04,6.585563665855636
2014-11-09 00:00:00,6.04,,nan
2014-11-11 00:00:00,8.16,1:01:25,7.526552287581699
2014-11-13 00:00:00,4.2,0:29:22,6.992063492063492
2014-11-14 00:00:00,2.44,0:18:16,7.486338797814208
2014-11-15 00:00:00,1.99,0:9:56,4.991624790619766
2014-11-16 00:00:00,4.49,0:39:09,8.719376391982182
2014-11-18 00:00:00,7.27,0:53:20,7.336084364970197
2014-11-20 00:00:00,3.31,0:26:19,7.950654582074521
2014-11-21 00:00:00,8.25,1:00:02,7.276767676767677
2014-11-22 00:00:00,4.2,,nan
2014-11-23 00:00:00,6.18,0:47:46,7.72923408845739
2014-11-25 00:00:00,3.61,0:27:59,7.751615881809788
2014-11-26 00:00:00,3.16,,nan
2014-11-27 00:00:00,3.0,,nan
2014-11-28 00:00:00,2.08,0:14:54,7.163461538461538
2014-11-29 00:00:00,3.1,0:16:36,5.354838709677419
2014-12-01 00:00:00,3.01,0:23:02,7.652270210409745
2014-12-04 00:00:00,6.37,0:44:16,6.949241234955521
2014-12-05 00:00:00,4.1,0:31:17,7.630081300813009
2014-12-06 00:00:00,3.2,,nan
2014-12-07 00:00:00,4.0,0:31:54,7.975
2014-12-08 00:00:00,5.0,,nan
2014-12-09 00:00:00,3.6,0:27:42,7.694444444444444
2014-12-11 00:00:00,5.15,0:34:21,6.6699029126213585
2014-12-12 00:00:00,5.0,,nan
2014-12-13 00:00:00,3.1,0:17:27,5.629032258064516
2014-12-13 00:00:00,1.98,,nan
2014-12-15 00:00:00,6.3,0:46:22,7.35978835978836
2014-12-16 00:00:00,4.58,0:36:59,8.074963609898107
2014-12-18 00:00:00,5.45,0:40:16,7.388379204892966
2014-12-19 00:00:00,7.17,0:52:20,7.2989307298930735
2014-12-20 00:00:00,2.09,0:16:09,7.727272727272728
2014-12-20 00:00:00,1.99,0:10:13,5.134003350083753
2014-12-20 00:00:00,0.89,0:7:13,8.108614232209737
2014-12-22 00:00:00,5.99,0:50:58,8.508625486922648
2014-12-24 00:00:00,3.92,0:30:44,7.840136054421769
2014-12-26 00:00:00,4.29,0:31:52,7.428127428127428
2014-12-27 00:00:00,6.08,0:49:11,8.08936403508772
2014-12-29 00:00:00,3.5,0:24:08,6.895238095238096
2014-12-30 00:00:00,4.25,0:35:43,8.403921568627451
2015-01-03,3.1,0:19:23,6.25268817204301
2015-01-03,1.75,,nan
2015-01-04,7.38,,nan
2015-01-05,4.0,0:29:59,7.495833333333334
2015-01-06,4.32,0:32:34,7.53858024691358
2015-01-08,5.9,0:52:39,8.92372881355932
2015-01-09,4.97,0:37:36,7.565392354124749
2015-01-10,4.0,,nan
2015-01-11,6.82,0:48:26,7.101661779081133
2015-01-13,4.1,0:31:46,7.747967479674798
2015-01-14,3.99,0:28:52,7.234753550543023
2015-01-15,6.0,,nan
2015-01-16,0.62,0:2:58,4.78494623655914
2015-01-16,1.99,0:10:22,5.209380234505862
2015-01-16,1.82,,nan
2015-01-17,7.34,1:00:01,8.176657584014531
2015-01-20,3.66,0:25:05,6.853369763205829
2015-01-21,4.1,0:30:42,7.487804878048781
2015-01-22,4.9,0:36:45,7.499999999999999
2015-01-23,5.9,0:50:37,8.579096045197739
2015-01-26,6.0,,nan
2015-01-27,4.0,0:27:41,6.920833333333333
2015-01-29,6.03,0:47:07,7.813709231619679
2015-01-31,6.1,0:43:07,7.068306010928962
2015-02-01,8.0,0:59:35,7.447916666666667
2015-02-02,5.14,0:34:34,6.725032425421531
2015-02-03,4.5,0:33:56,7.540740740740741
2015-02-05,6.15,0:40:40,6.612466124661247
2015-02-07,8.0,0:59:49,7.477083333333334
2015-02-08,3.1,0:17:40,5.698924731182796
2015-02-08,1.82,,nan
2015-02-10,5.88,0:45:11,7.684240362811791
2015-02-12,5.14,0:44:08,8.586251621271078
2015-02-13,6.83,1:00:30,8.857979502196194
2015-02-14,5.03,0:32:48,6.5208747514910534
2015-02-16,6.08,0:45:48,7.532894736842105
2015-02-18,4.95,0:39:08,7.905723905723906
2015-02-20,4.95,0:37:29,7.572390572390573
2015-02-21,6.27,0:52:37,8.391812865497077
2015-02-22,3.81,,nan
2015-02-23,2.54,,nan
2015-02-24,2.92,,nan
2015-02-25,4.45,0:34:10,7.677902621722846
2015-02-27,4.91,0:32:36,6.639511201629328
2015-02-28,6.25,0:41:13,6.594666666666667
2015-03-01,4.1,0:30:39,7.475609756097561
2015-03-02,4.13,,nan
2015-03-03,4.72,0:37:53,8.026129943502825
2015-03-04,4.37,0:36:16,8.299008390541571
2015-03-06,1.79,,nan
2015-03-08,3.89,0:31:50,8.18337617823479
2015-03-09,0.5,0:2:17,4.566666666666666
2015-03-09,1.99,0:10:28,5.25963149078727
2015-03-10,1.06,0:8:36,8.11320754716981
2015-03-11,6.0,0:47:34,7.927777777777778
2015-03-12,4.98,0:39:04,7.8447121820615795
2015-03-13,2.87,0:18:34,6.469221835075493
2015-03-14,5.9,0:49:36,8.406779661016948
2015-03-16,4.75,0:31:30,6.631578947368421
2015-03-17,5.0,0:41:05,8.216666666666667
2015-03-18,6.14,0:49:29,8.059174809989143
2015-03-19,3.82,0:34:20,8.987783595113438
2015-03-20,2.12,,nan
2015-03-30,4.43,0:32:13,7.272385252069226
2015-03-31,5.23,0:43:33,8.326959847036328
2015-04-02,5.15,0:41:14,8.006472491909385
2015-04-03,5.9,0:49:04,8.31638418079096
2015-04-05,4.5,,nan
2015-04-06,3.58,0:28:45,8.03072625698324
2015-04-07,6.36,0:48:00,7.547169811320755
2015-04-08,4.17,0:33:49,8.10951239008793
2015-04-09,1.0,0:4:47,4.783333333333333
2015-04-10,0.4,,nan
2015-04-11,1.99,0:10:23,5.217755443886097
2015-04-11,0.5,0:2:15,4.5
2015-04-11,0.5,0:2:15,4.5
2015-04-11,1.87,,nan
2015-04-13,4.19,0:31:38,7.5497215592680975
2015-04-14,2.64,0:20:45,7.859848484848484
2015-04-15,6.0,,nan
2015-04-16,3.97,0:30:11,7.602854743912678
2015-04-19,4.09,,nan
2015-04-19,1.07,,nan
2015-04-20,1.41,,nan
2015-04-21,0.5,,nan
2015-04-21,1.0,0:4:39,4.65
2015-04-21,0.25,,nan
2015-04-21,1.25,,nan
2015-04-23,5.85,0:45:25,7.763532763532764
2015-04-24,2.75,,nan
2015-04-25,7.34,0:53:41,7.313805631244323
2015-04-26,4.22,,nan
2015-04-27,5.03,0:42:01,8.3532140490391
2015-04-28,3.91,,nan
2015-04-30,1.99,0:10:21,5.201005025125628
2015-05-01,1.4,,nan
2015-04-02,10.04,1:12:44,7.244355909694556
2015-04-04,4.36,0:44:41,10.248470948012232
2015-04-05,2.81,,nan
2015-04-07,4.94,,nan
2015-04-08,1.5,,nan
2015-05-09,1.0,0:4:52,4.866666666666666
2015-05-09,0.25,0:1:00,4.0
2015-05-10,4.0,0:32:31,8.129166666666666
2015-05-11,3.14,0:27:31,8.763269639065816
2015-05-12,4.44,,nan
2015-05-14,1.7,0:21:43,12.77450980392157
2015-05-15,0.5,0:2:16,4.533333333333333
2015-05-15,1.99,0:10:19,5.184254606365159
2015-05-16,1.0,0:4:38,4.633333333333334
2015-05-16,0.5,0:2:17,4.566666666666666
2015-05-27,2.8,0:21:34,7.7023809523809526
2015-05-29,3.77,0:29:59,7.95313881520778
2015-06-01,5.17,0:36:02,6.96969696969697
2015-06-02,4.01,0:31:01,7.734829592684955
2015-06-03,5.16,0:35:16,6.834625322997415
2015-06-04,4.3,0:33:24,7.767441860465117
2015-06-05,5.0,0:44:03,8.81
2015-06-07,7.24,0:54:15,7.4930939226519335
2015-06-08,3.9,0:26:56,6.905982905982906
2015-06-09,5.1,0:42:44,8.379084967320262
2015-06-10,6.37,0:47:44,7.493458922030351
2015-06-11,4.7,0:33:18,7.085106382978723
2015-06-12,7.24,0:53:24,7.375690607734807
2015-06-14,8.02,1:06:43,8.318786367414797
2015-06-15,6.6,0:47:04,7.1313131313131315
2015-06-16,4.71,0:35:34,7.551309271054494
2015-06-17,4.17,0:35:56,8.617106314948042
2015-06-18,8.52,1:02:36,7.347417840375587
2015-06-19,5.5,0:37:19,6.784848484848484
2015-06-21,5.5,0:37:27,6.8090909090909095
2015-06-22,9.0,1:04:12,7.133333333333334
2015-06-23,4.75,0:30:12,6.357894736842105
2015-06-25,6.14,0:52:08,8.490770901194354
2015-06-26,6.0,0:47:44,7.955555555555555
2015-06-27,6.0,0:43:37,7.269444444444445
2015-06-29,6.0,0:47:00,7.833333333333333
2015-06-30,6.28,0:48:06,7.659235668789808
2015-07-01,5.12,0:41:05,8.024088541666666
2015-07-02,6.27,0:45:29,7.254120148856992
2015-07-03,7.66,0:58:30,7.637075718015666
2015-07-05,10.02,1:15:28,7.531603459747172
2015-07-06,6.18,0:48:13,7.8020496224379725
2015-07-07,6.0,0:48:56,8.155555555555555
2015-07-08,6.07,0:40:40,6.699615595826469
2015-07-09,4.64,0:32:00,6.8965517241379315
2015-07-10,10.12,1:19:52,7.891963109354415
2015-07-12,4.99,0:37:44,7.561790247160988
2015-07-14,6.28,0:48:00,7.643312101910827
2015-07-15,5.25,0:34:45,6.6190476190476195
2015-07-15,1.0,0:4:55,4.916666666666667
2015-07-15,1.35,,nan
2015-07-16,6.37,0:46:11,7.250130821559393
2015-07-17,4.78,0:40:11,8.406555090655509
2015-07-18,11.01,1:27:24,7.938237965485922
2015-07-19,6.15,0:39:02,6.3468834688346885
2015-07-20,8.32,1:02:51,7.554086538461537
2015-07-21,5.88,0:41:07,6.992630385487528
2015-07-23,6.62,0:49:26,7.467270896273917
2015-07-23,1.07,0:7:18,6.822429906542055
2015-07-24,7.41,0:49:18,6.653171390013496
2015-07-24,0.54,0:3:37,6.697530864197531
2015-07-25,5.36,0:36:57,6.89365671641791
2015-07-26,10.02,1:17:35,7.742847638057219
2015-07-27,6.37,0:45:23,7.124542124542125
2015-07-28,6.65,0:49:46,7.483709273182956
2015-07-29,7.71,1:04:38,8.383052313013403
2015-07-31,8.28,1:02:02,7.49194847020934
2015-08-01,6.0,0:40:49,6.802777777777778
2015-08-02,13.66,1:41:30,7.430453879941435
2015-08-03,7.21,0:53:41,7.445677300046232
2015-08-04,7.15,0:47:43,6.673659673659674
2015-08-05,7.2,0:52:49,7.335648148148148
2015-08-08,11.0,1:25:32,7.775757575757576
2015-08-09,7.49,0:57:58,7.739207832665776
2015-08-10,6.07,0:41:26,6.825919824272377
2015-08-11,7.41,0:48:10,6.500224921277552
2015-08-12,8.0,1:03:50,7.979166666666667
2015-08-13,6.04,0:45:32,7.5386313465783665
2015-08-13,1.86,0:10:09,5.456989247311827
2015-08-14,4.0,,nan
2015-08-15,5.14,0:42:55,8.349546044098574
2015-08-16,12.43,1:32:34,7.4470367390721375
2015-08-18,7.03,0:48:50,6.946420104314841
2015-08-19,8.02,1:03:02,7.8595178719867
2015-08-20,6.03,0:41:16,6.843559977888336
2015-08-21,8.98,1:08:45,7.655902004454343
2015-08-23,10.0,1:11:02,7.1033333333333335
2015-08-24,4.25,0:28:28,6.698039215686275
2015-08-24,3.99,0:29:41,7.439431913116123
2015-08-25,9.23,,nan
2015-08-26,7.05,0:50:08,7.111111111111112
2015-08-27,6.37,,nan
2015-08-28,2.49,0:12:42,5.100401606425702
2015-08-28,3.68,,nan
2015-08-29,12.0,1:19:14,6.602777777777778
2015-08-31,5.08,0:38:42,7.618110236220472
2015-09-01,9.59,,nan
2015-09-02,7.05,0:50:15,7.127659574468085
2015-09-03,6.55,,nan
2015-09-04,3.73,0:20:41,5.545129579982127
2015-09-04,2.63,,nan
2015-09-05,8.0,0:54:16,6.783333333333333
2015-09-06,9.16,1:11:47,7.836608442503638
2015-09-07,7.3,0:53:48,7.36986301369863
2015-09-08,11.6,1:15:42,6.525862068965518
2015-09-10,5.48,0:41:58,7.658150851581508
2015-09-11,4.97,0:27:35,5.549966465459423
2015-09-11,3.22,,nan
2015-09-12,12.2,1:30:01,7.378415300546449
2015-09-13,8.04,0:55:43,6.929933665008293
2015-09-15,8.06,0:59:13,7.346980976013233
2015-09-16,7.0,0:47:41,6.811904761904762
2015-09-17,8.27,0:56:53,6.8782748891575975
2015-09-18,7.89,,nan
2015-09-19,7.0,0:50:40,7.238095238095238
2015-09-20,12.16,1:29:20,7.3464912280701755
2015-09-22,7.63,0:53:11,6.970292704237659
2015-09-23,9.25,,nan
2015-09-24,9.44,1:02:43,6.643714689265537
2015-09-25,8.0,1:01:57,7.74375
2015-09-26,8.6,0:59:09,6.877906976744186
2015-09-27,12.16,1:19:32,6.540570175438597
2015-09-29,8.0,0:59:50,7.479166666666667
2015-09-30,8.46,,nan
2015-10-01,7.11,0:53:03,7.461322081575246
2015-10-02,3.51,0:25:00,7.122507122507122
2015-10-03,4.97,0:26:40,5.3655264922870565
2015-10-03,4.7,,nan
2015-10-04,10.04,1:11:35,7.129814077025233
2015-10-06,7.22,0:54:25,7.536934441366574
2015-10-07,8.57,,nan
2015-10-08,8.0,0:57:37,7.202083333333333
2015-10-09,7.13,,nan
2015-10-10,8.45,1:00:27,7.153846153846155
