Date,Mileage,time_corr,pace_min,Month,Day,month.day,numRun,highest,rpd,firstRun,numYear
2012-04-01,4.28,0:32:26,7.577881619937695,4,1,4/1,1,0,1,1,1
2013-04-01,7,1:00:36,8.657142857142857,4,1,4/1,2,0,1,1,2
2014-04-01,5.07,0:44:51,8.846153846153845,4,1,4/1,3,0,1,1,3
2016-04-01,4.43,0:30:00,6.772009029345373,4,1,4/1,4,0,1,1,4
2017-04-01,7,0:50:01,7.145238095238096,4,1,4/1,5,0,1,1,5
2018-04-01,14.05,1:38:34,7.015421115065243,4,1,4/1,6,0,1,1,6
2019-04-01,15,1:40:00,6.666666666666667,4,1,4/1,7,0,1,1,7
2020-04-01,8.05,0:49:48,6.186335403726707,4,1,4/1,8,0,1,1,8
2021-04-01,4.1,0:29:50,7.276422764227643,4,1,4/1,9,1,1,1,9
2011-04-02,3.2,0:23:17,7.276041666666667,4,2,4/2,1,0,1,1,1
2015-04-02,5.15,0:41:14,8.006472491909385,4,2,4/2,2,0,1,1,2
2016-04-02,5.72,0:39:34,6.917249417249418,4,2,4/2,3,0,1,1,3
2017-04-02,10,1:16:00,7.6,4,2,4/2,4,0,1,1,4
2020-04-02,6.5,NA,NA,4,2,4/2,5,1,1,1,5
2012-04-03,4.6,0:32:33,7.076086956521739,4,3,4/3,1,0,1,1,1
2015-04-03,5.9,0:49:04,8.31638418079096,4,3,4/3,2,0,1,1,2
2018-04-03,10,1:12:28,7.246666666666667,4,3,4/3,3,0,1,1,3
2019-04-03,9.03,NA,NA,4,3,4/3,4,0,1,1,4
2020-04-03,7.14,0:49:18,6.904761904761904,4,3,4/3,5,1,1,1,5
2010-04-04,2.6,0:22:02,8.474358974358974,4,4,4/4,1,0,1,1,1
2014-04-04,4.44,0:31:54,7.184684684684684,4,4,4/4,2,0,1,1,2
2016-04-04,5.2,0:39:24,7.576923076923077,4,4,4/4,3,0,1,1,3
2017-04-04,3,0:22:14,7.411111111111111,4,4,4/4,4,0,1,1,4
2017-04-04,9.59,1:12:19,7.54084115397984,4,4,4/4,5,0,2,0,4
2018-04-04,10,1:08:49,6.881666666666666,4,4,4/4,6,0,1,1,5
2020-04-04,15.2,1:47:10,7.050438596491229,4,4,4/4,7,0,1,1,6
2021-04-04,4.41,0:30:17,6.866969009826152,4,4,4/4,8,1,1,1,7
2012-04-05,4.1,0:32:22,7.894308943089431,4,5,4/5,1,0,1,1,1
2012-04-05,4.28,0:29:22,6.861370716510903,4,5,4/5,2,0,2,0,1
2015-04-05,4.5,NA,NA,4,5,4/5,3,0,1,1,2
2016-04-05,6.28,0:45:00,7.165605095541401,4,5,4/5,4,0,1,1,3
2017-04-05,8.06,1:01:25,7.619933829611248,4,5,4/5,5,0,1,1,4
2018-04-05,10,1:11:38,7.163333333333333,4,5,4/5,6,0,1,1,5
2018-04-05,4.1,0:30:19,7.394308943089431,4,5,4/5,7,0,2,0,5
2019-04-05,8,NA,NA,4,5,4/5,8,0,1,1,6
2020-04-05,8.05,0:52:43,6.548654244306418,4,5,4/5,9,1,1,1,7
2013-04-06,4.3,0:40:39,9.453488372093025,4,6,4/6,1,0,1,1,1
2015-04-06,3.58,0:28:45,8.03072625698324,4,6,4/6,2,0,1,1,2
2016-04-06,5.34,0:40:00,7.490636704119851,4,6,4/6,3,0,1,1,3
2017-04-06,9,NA,NA,4,6,4/6,4,0,1,1,4
2018-04-06,10,1:16:23,7.638333333333334,4,6,4/6,5,0,1,1,5
2019-04-06,6.35,NA,NA,4,6,4/6,6,0,1,1,6
2021-04-06,5,0:37:00,7.4,4,6,4/6,7,1,1,1,7
2013-04-07,3.62,0:25:23,7.011970534069982,4,7,4/7,1,0,1,1,1
2015-04-07,6.36,0:48:00,7.547169811320755,4,7,4/7,2,0,1,1,2
2016-04-07,4.78,0:35:00,7.3221757322175725,4,7,4/7,3,0,1,1,3
2017-04-07,8,1:02:56,7.866666666666666,4,7,4/7,4,0,1,1,4
2018-04-07,10,1:16:13,7.621666666666667,4,7,4/7,5,0,1,1,5
2019-04-07,14,NA,NA,4,7,4/7,6,0,1,1,6
2020-04-07,8.05,0:57:10,7.1014492753623175,4,7,4/7,7,1,1,1,7
2015-04-08,4.17,0:33:49,8.10951239008793,4,8,4/8,1,0,1,1,1
2016-04-08,6.14,0:45:00,7.32899022801303,4,8,4/8,2,0,1,1,2
2017-04-08,12.03,1:20:12,6.666666666666667,4,8,4/8,3,0,1,1,3
2018-04-08,15.11,1:43:57,6.879549966909332,4,8,4/8,4,0,1,1,4
2019-04-08,5.33,NA,NA,4,8,4/8,5,0,1,1,5
2020-04-08,7.14,0:48:11,6.748366013071896,4,8,4/8,6,0,1,1,6
2021-04-08,5.13,0:37:37,7.332683560753736,4,8,4/8,7,1,1,1,7
2012-04-09,4.1,0:31:00,7.560975609756098,4,9,4/9,1,0,1,1,1
2015-04-09,1,0:4:47,4.783333333333333,4,9,4/9,2,0,1,1,2
2018-04-09,8.07,1:00:28,7.492771581990913,4,9,4/9,3,0,1,1,3
2019-04-09,10,NA,NA,4,9,4/9,4,0,1,1,4
2020-04-09,5.68,0:33:44,5.938967136150235,4,9,4/9,5,0,1,1,5
2021-04-09,5.12,0:35:45,6.982421875,4,9,4/9,6,1,1,1,6
2015-04-10,0.4,NA,NA,4,10,4/10,1,0,1,1,1
2016-04-10,6.14,0:46:48,7.62214983713355,4,10,4/10,2,0,1,1,2
2017-04-10,8,0:53:41,6.710416666666666,4,10,4/10,3,0,1,1,3
2018-04-10,4.12,0:28:37,6.945792880258899,4,10,4/10,4,0,1,1,4
2018-04-10,9.61,NA,NA,4,10,4/10,5,0,2,0,4
2019-04-10,8.6,NA,NA,4,10,4/10,6,0,1,1,5
2020-04-10,10.61,1:09:41,6.5677034244423504,4,10,4/10,7,0,1,1,6
2021-04-10,5.2,0:39:04,7.512820512820513,4,10,4/10,8,1,1,1,7
2013-04-11,4.18,0:35:32,8.500797448165871,4,11,4/11,1,0,1,1,1
2015-04-11,1.99,0:10:23,5.217755443886097,4,11,4/11,2,0,1,1,2
2015-04-11,0.5,0:2:15,4.5,4,11,4/11,3,0,2,0,2
2015-04-11,0.5,0:2:15,4.5,4,11,4/11,4,0,3,0,2
2015-04-11,1.87,NA,NA,4,11,4/11,5,0,4,0,2
2016-04-11,5.87,0:45:15,7.7086882453151615,4,11,4/11,6,0,1,1,3
2017-04-11,9.22,1:12:27,7.857917570498914,4,11,4/11,7,0,1,1,4
2018-04-11,10,1:18:38,7.863333333333333,4,11,4/11,8,0,1,1,5
2019-04-11,7.34,NA,NA,4,11,4/11,9,0,1,1,6
2020-04-11,16,1:42:55,6.432291666666667,4,11,4/11,10,1,1,1,7
2016-04-12,3.86,0:30:02,7.780656303972366,4,12,4/12,1,0,1,1,1
2017-04-12,8.12,NA,NA,4,12,4/12,2,0,1,1,2
2018-04-12,10.04,1:15:14,7.4933598937583,4,12,4/12,3,0,1,1,3
2019-04-12,8.3,NA,NA,4,12,4/12,4,0,1,1,4
2020-04-12,5.77,0:41:39,7.218370883882149,4,12,4/12,5,1,1,1,5
2012-04-13,4.1,0:31:15,7.621951219512196,4,13,4/13,1,0,1,1,1
2015-04-13,4.19,0:31:38,7.5497215592680975,4,13,4/13,2,0,1,1,2
2016-04-13,6.2,0:46:04,7.430107526881721,4,13,4/13,3,0,1,1,3
2018-04-13,6.5,NA,NA,4,13,4/13,4,0,1,1,4
2019-04-13,8.79,NA,NA,4,13,4/13,5,0,1,1,5
2021-04-13,5.08,0:36:06,7.106299212598425,4,13,4/13,6,1,1,1,6
2015-04-14,2.64,0:20:45,7.859848484848484,4,14,4/14,1,0,1,1,1
2016-04-14,3.72,0:30:07,8.095878136200717,4,14,4/14,2,0,1,1,2
2019-04-14,10.19,NA,NA,4,14,4/14,3,0,1,1,3
2020-04-14,10,1:04:34,6.456666666666666,4,14,4/14,4,0,1,1,4
2021-04-14,5,0:33:48,6.760000000000001,4,14,4/14,5,1,1,1,5
2012-04-15,4.1,0:32:18,7.878048780487806,4,15,4/15,1,0,1,1,1
2015-04-15,6,NA,NA,4,15,4/15,2,0,1,1,2
2018-04-15,12.01,1:31:18,7.601998334721065,4,15,4/15,3,0,1,1,3
2019-04-15,6.48,NA,NA,4,15,4/15,4,0,1,1,4
2020-04-15,5.89,0:39:12,6.6553480475382,4,15,4/15,5,0,1,1,5
2021-04-15,5.03,0:37:21,7.425447316103379,4,15,4/15,6,1,1,1,6
2011-04-16,3,0:23:06,7.7,4,16,4/16,1,0,1,1,1
2014-04-16,4.11,0:36:27,8.86861313868613,4,16,4/16,2,0,1,1,2
2015-04-16,3.97,0:30:11,7.602854743912678,4,16,4/16,3,0,1,1,3
2016-04-16,6.2,0:50:00,8.064516129032258,4,16,4/16,4,0,1,1,4
2018-04-16,8,0:56:45,7.09375,4,16,4/16,5,0,1,1,5
2019-04-16,7.36,NA,NA,4,16,4/16,6,0,1,1,6
2020-04-16,7.14,0:47:24,6.638655462184874,4,16,4/16,7,0,1,1,7
2021-04-16,5.02,0:36:22,7.244355909694556,4,16,4/16,8,1,1,1,8
2013-04-17,1.12,0:9:00,8.035714285714285,4,17,4/17,1,0,1,1,1
2014-04-17,3.87,0:27:14,7.037037037037037,4,17,4/17,2,0,1,1,2
2016-04-17,5.91,0:43:45,7.4027072758037225,4,17,4/17,3,0,1,1,3
2017-04-17,2.52,0:20:28,8.121693121693122,4,17,4/17,4,0,1,1,4
2018-04-17,3,0:22:54,7.633333333333334,4,17,4/17,5,0,1,1,5
2018-04-17,8.37,NA,NA,4,17,4/17,6,0,2,0,5
2019-04-17,8,NA,NA,4,17,4/17,7,0,1,1,6
2020-04-17,7.14,0:51:00,7.142857142857143,4,17,4/17,8,0,1,1,7
2021-04-17,5,0:35:24,7.08,4,17,4/17,9,1,1,1,8
2016-04-18,6.5,NA,NA,4,18,4/18,1,0,1,1,1
2017-04-18,5.16,0:38:19,7.4257105943152455,4,18,4/18,2,0,1,1,2
2018-04-18,8,0:58:17,7.285416666666666,4,18,4/18,3,0,1,1,3
2019-04-18,6.08,NA,NA,4,18,4/18,4,0,1,1,4
2020-04-18,8.05,0:50:50,6.3146997929606625,4,18,4/18,5,1,1,1,5
2011-04-19,3,0:32:50,10.944444444444445,4,19,4/19,1,0,1,1,1
2012-04-19,4.1,0:32:49,8.004065040650408,4,19,4/19,2,0,1,1,2
2014-04-19,6.2,0:42:14,6.811827956989247,4,19,4/19,3,0,1,1,3
2015-04-19,4.09,NA,NA,4,19,4/19,4,0,1,1,4
2015-04-19,1.07,NA,NA,4,19,4/19,5,0,2,0,4
2016-04-19,5.72,NA,NA,4,19,4/19,6,0,1,1,5
2017-04-19,5.91,NA,NA,4,19,4/19,7,0,1,1,6
2018-04-19,6.25,0:44:00,7.04,4,19,4/19,8,0,1,1,7
2019-04-19,6.21,0:32:35,5.246913580246914,4,19,4/19,9,0,1,1,8
2019-04-19,4.54,NA,NA,4,19,4/19,10,0,2,0,8
2020-04-19,13.1,1:30:18,6.893129770992366,4,19,4/19,11,1,1,1,9
2015-04-20,1.41,NA,NA,4,20,4/20,1,0,1,1,1
2016-04-20,5.43,NA,NA,4,20,4/20,2,0,1,1,2
2017-04-20,5,0:36:23,7.276666666666667,4,20,4/20,3,0,1,1,3
2018-04-20,6.21,0:31:53,5.134192163177671,4,20,4/20,4,0,1,1,4
2018-04-20,4.44,NA,NA,4,20,4/20,5,0,2,0,4
2019-04-20,3.11,0:15:12,4.887459807073955,4,20,4/20,6,0,1,1,5
2019-04-20,3.75,NA,NA,4,20,4/20,7,1,2,0,5
2012-04-21,4.1,0:29:32,7.203252032520326,4,21,4/21,1,0,1,1,1
2013-04-21,3.62,0:26:36,7.348066298342541,4,21,4/21,2,0,1,1,2
2015-04-21,0.5,NA,NA,4,21,4/21,3,0,1,1,3
2015-04-21,1,0:4:39,4.65,4,21,4/21,4,0,2,0,3
2015-04-21,0.25,NA,NA,4,21,4/21,5,0,3,0,3
2015-04-21,1.25,NA,NA,4,21,4/21,6,0,4,0,3
2016-04-21,3.78,0:29:30,7.804232804232805,4,21,4/21,7,0,1,1,4
2017-04-21,6.21,0:33:50,5.4482018250134185,4,21,4/21,8,0,1,1,5
2017-04-21,3.35,NA,NA,4,21,4/21,9,0,2,0,5
2018-04-21,3.11,0:15:52,5.101822079314041,4,21,4/21,10,0,1,1,6
2018-04-21,4.31,NA,NA,4,21,4/21,11,0,2,0,6
2020-04-21,5.67,0:38:26,6.7783656672545565,4,21,4/21,12,0,1,1,7
2021-04-21,5.5,0:39:22,7.157575757575757,4,21,4/21,13,1,1,1,8
2012-04-22,4.77,0:36:26,7.638015373864431,4,22,4/22,1,0,1,1,1
2014-04-22,5.69,0:48:54,8.59402460456942,4,22,4/22,2,0,1,1,2
2016-04-22,5.03,NA,NA,4,22,4/22,3,0,1,1,3
2016-04-22,3.14,NA,NA,4,22,4/22,4,0,2,0,3
2019-04-22,5.33,NA,NA,4,22,4/22,5,0,1,1,4
2020-04-22,5.67,0:39:25,6.951793062904174,4,22,4/22,6,0,1,1,5
2021-04-22,5,0:33:44,6.746666666666667,4,22,4/22,7,1,1,1,6
2015-04-23,5.85,0:45:25,7.763532763532764,4,23,4/23,1,0,1,1,1
2018-04-23,6,0:44:49,7.469444444444445,4,23,4/23,2,0,1,1,2
2019-04-23,7.8,NA,NA,4,23,4/23,3,0,1,1,3
2020-04-23,10,1:05:33,6.555000000000001,4,23,4/23,4,0,1,1,4
2021-04-23,5.43,0:37:39,6.933701657458564,4,23,4/23,5,1,1,1,5
2010-04-24,3.1,0:24:12,7.806451612903226,4,24,4/24,1,0,1,1,1
2014-04-24,4.69,0:37:00,7.88912579957356,4,24,4/24,2,0,1,1,2
2015-04-24,2.75,NA,NA,4,24,4/24,3,0,1,1,3
2018-04-24,8.02,0:59:39,7.437655860349127,4,24,4/24,4,0,1,1,4
2019-04-24,8,NA,NA,4,24,4/24,5,0,1,1,5
2020-04-24,7.14,0:50:07,7.019140989729225,4,24,4/24,6,0,1,1,6
2021-04-24,4.39,0:29:56,6.818526955201215,4,24,4/24,7,1,1,1,7
2009-04-25,3.1,0:29:38,9.559139784946236,4,25,4/25,1,0,1,1,1
2015-04-25,7.34,0:53:41,7.313805631244323,4,25,4/25,2,0,1,1,2
2018-04-25,9,1:13:46,8.196296296296296,4,25,4/25,3,0,1,1,3
2019-04-25,7,NA,NA,4,25,4/25,4,0,1,1,4
2020-04-25,7.14,0:47:19,6.626984126984127,4,25,4/25,5,1,1,1,5
2012-04-26,4.1,0:31:27,7.670731707317074,4,26,4/26,1,0,1,1,1
2014-04-26,4.01,0:27:42,6.907730673316708,4,26,4/26,2,0,1,1,2
2015-04-26,4.22,NA,NA,4,26,4/26,3,0,1,1,3
2018-04-26,10,NA,NA,4,26,4/26,4,0,1,1,4
2019-04-26,6,NA,NA,4,26,4/26,5,0,1,1,5
2020-04-26,15.22,1:39:54,6.5637319316688565,4,26,4/26,6,1,1,1,6
2014-04-27,5.69,0:41:50,7.352079671939074,4,27,4/27,1,0,1,1,1
2015-04-27,5.03,0:42:01,8.3532140490391,4,27,4/27,2,0,1,1,2
2018-04-27,8,1:04:17,8.035416666666666,4,27,4/27,3,0,1,1,3
2019-04-27,11.32,NA,NA,4,27,4/27,4,0,1,1,4
2021-04-27,3.5,0:27:08,7.752380952380952,4,27,4/27,5,1,1,1,5
2012-04-28,4.1,0:31:00,7.560975609756098,4,28,4/28,1,0,1,1,1
2013-04-28,5.66,0:43:57,7.765017667844522,4,28,4/28,2,0,1,1,2
2015-04-28,3.91,NA,NA,4,28,4/28,3,0,1,1,3
2020-04-28,10,1:06:21,6.635000000000001,4,28,4/28,4,0,1,1,4
2021-04-28,5,0:37:23,7.4766666666666675,4,28,4/28,5,1,1,1,5
2012-04-29,4.29,0:29:46,6.938616938616939,4,29,4/29,1,0,1,1,1
2014-04-29,4.07,0:32:04,7.878787878787878,4,29,4/29,2,0,1,1,2
2018-04-29,14,1:33:37,6.686904761904762,4,29,4/29,3,0,1,1,3
2019-04-29,8,NA,NA,4,29,4/29,4,0,1,1,4
2020-04-29,5.63,0:41:00,7.282415630550622,4,29,4/29,5,0,1,1,5
2021-04-29,5.23,0:36:35,6.994901210962396,4,29,4/29,6,1,1,1,6
2015-04-30,1.99,0:10:21,5.201005025125628,4,30,4/30,1,0,1,1,1
2018-04-30,8.53,1:02:37,7.340758108636186,4,30,4/30,2,0,1,1,2
2019-04-30,7.55,NA,NA,4,30,4/30,3,0,1,1,3
2020-04-30,7.64,0:52:17,6.843368237347295,4,30,4/30,4,0,1,1,4
2021-04-30,5.07,0:38:20,7.560815253122945,4,30,4/30,5,1,1,1,5
2014-05-01,6,0:47:14,7.872222222222222,5,1,5/1,1,0,1,1,1
2015-05-01,1.4,NA,NA,5,1,5/1,2,0,1,1,2
2018-05-01,9.91,1:10:37,7.125798856374033,5,1,5/1,3,0,1,1,3
2019-05-01,8,NA,NA,5,1,5/1,4,0,1,1,4
2020-05-01,10.76,1:16:14,7.084882280049567,5,1,5/1,5,0,1,1,5
2021-05-01,6.42,0:46:07,7.1832814122533755,5,1,5/1,6,1,1,1,6
2010-05-02,3.75,0:42:04,11.217777777777778,5,2,5/2,1,0,1,1,1
2015-05-02,10.04,1:12:44,7.244355909694556,5,2,5/2,2,0,1,1,2
2018-05-02,10.01,1:14:50,7.4758574758574765,5,2,5/2,3,0,1,1,3
2019-05-02,8.1,NA,NA,5,2,5/2,4,0,1,1,4
2020-05-02,5.04,0:35:16,6.997354497354497,5,2,5/2,5,1,1,1,5
2014-05-03,4,0:29:41,7.420833333333333,5,3,5/3,1,0,1,1,1
2018-05-03,9.48,NA,NA,5,3,5/3,2,0,1,1,2
2019-05-03,12,NA,NA,5,3,5/3,3,0,1,1,3
2020-05-03,13.13,1:27:19,6.650165016501649,5,3,5/3,4,1,1,1,4
2014-05-04,7.37,0:51:46,7.0239710538218,5,4,5/4,1,0,1,1,1
2015-05-04,4.36,0:44:41,10.248470948012232,5,4,5/4,2,0,1,1,2
2018-05-04,10,1:20:53,8.088333333333333,5,4,5/4,3,0,1,1,3
2021-05-04,5.07,0:35:01,6.906640368178829,5,4,5/4,4,1,1,1,4
2013-05-05,5.2,0:45:59,8.842948717948719,5,5,5/5,1,0,1,1,1
2015-05-05,2.81,NA,NA,5,5,5/5,2,0,1,1,2
2018-05-05,8.25,0:55:31,6.729292929292929,5,5,5/5,3,0,1,1,3
2019-05-05,5,NA,NA,5,5,5/5,4,0,1,1,4
2020-05-05,5.76,0:40:07,6.964699074074074,5,5,5/5,5,1,1,1,5
2012-05-06,4.1,0:30:05,7.337398373983741,5,6,5/6,1,0,1,1,1
2014-05-06,4.06,0:31:52,7.848932676518884,5,6,5/6,2,0,1,1,2
2018-05-06,14.13,1:45:52,7.492333097428639,5,6,5/6,3,0,1,1,3
2019-05-06,7.85,NA,NA,5,6,5/6,4,0,1,1,4
2020-05-06,10,1:04:04,6.406666666666666,5,6,5/6,5,1,1,1,5
2014-05-07,4.2,0:30:25,7.242063492063492,5,7,5/7,1,0,1,1,1
2015-05-07,4.94,NA,NA,5,7,5/7,2,0,1,1,2
2019-05-07,8.35,NA,NA,5,7,5/7,3,0,1,1,3
2020-05-07,8.02,0:56:14,7.01163757273483,5,7,5/7,4,0,1,1,4
2021-05-07,5,0:33:14,6.6466666666666665,5,7,5/7,5,1,1,1,5
2012-05-08,4.1,0:30:44,7.4959349593495945,5,8,5/8,1,0,1,1,1
2014-05-08,5.88,0:50:15,8.545918367346939,5,8,5/8,2,0,1,1,2
2015-05-08,1.5,NA,NA,5,8,5/8,3,0,1,1,3
2017-05-08,3.43,0:26:35,7.7502429543245865,5,8,5/8,4,0,1,1,4
2018-05-08,10.04,1:07:07,6.684926958831341,5,8,5/8,5,0,1,1,5
2019-05-08,8,NA,NA,5,8,5/8,6,0,1,1,6
2020-05-08,10,1:05:55,6.591666666666667,5,8,5/8,7,0,1,1,7
2020-05-08,2.23,0:16:04,7.204783258594918,5,8,5/8,8,0,2,0,7
2021-05-08,6.13,0:39:44,6.481783578031539,5,8,5/8,9,1,1,1,8
2012-05-09,4.1,0:32:29,7.922764227642277,5,9,5/9,1,0,1,1,1
2015-05-09,1,0:4:52,4.866666666666666,5,9,5/9,2,0,1,1,2
2015-05-09,0.25,0:1:00,4,5,9,5/9,3,0,2,0,2
2017-05-09,4.73,0:37:40,7.963354474982381,5,9,5/9,4,0,1,1,3
2018-05-09,8.3,0:59:28,7.164658634538152,5,9,5/9,5,0,1,1,4
2019-05-09,6.37,NA,NA,5,9,5/9,6,0,1,1,5
2020-05-09,8,0:53:06,6.6375,5,9,5/9,7,1,1,1,6
2014-05-10,3.1,0:18:47,6.059139784946237,5,10,5/10,1,0,1,1,1
2014-05-10,2.82,NA,NA,5,10,5/10,2,0,2,0,1
2015-05-10,4,0:32:31,8.129166666666666,5,10,5/10,3,0,1,1,2
2018-05-10,8,NA,NA,5,10,5/10,4,0,1,1,3
2019-05-10,6,NA,NA,5,10,5/10,5,0,1,1,4
2020-05-10,17,1:50:28,6.4980392156862745,5,10,5/10,6,0,1,1,5
2021-05-10,7.14,0:48:44,6.825396825396825,5,10,5/10,7,1,1,1,6
2010-05-11,2.6,0:22:10,8.525641025641026,5,11,5/11,1,0,1,1,1
2014-05-11,2.96,0:23:14,7.8490990990990985,5,11,5/11,2,0,1,1,2
2015-05-11,3.14,0:27:31,8.763269639065816,5,11,5/11,3,0,1,1,3
2017-05-11,3,0:21:53,7.294444444444445,5,11,5/11,4,0,1,1,4
2017-05-11,1.03,NA,NA,5,11,5/11,5,0,2,0,4
2018-05-11,8.08,NA,NA,5,11,5/11,6,0,1,1,5
2019-05-11,6.23,NA,NA,5,11,5/11,7,0,1,1,6
2021-05-11,6.61,0:45:03,6.815431164901664,5,11,5/11,8,1,1,1,7
2013-05-12,5.2,0:50:12,9.653846153846153,5,12,5/12,1,0,1,1,1
2015-05-12,4.44,NA,NA,5,12,5/12,2,0,1,1,2
2018-05-12,7,0:51:00,7.2857142857142865,5,12,5/12,3,0,1,1,3
2019-05-12,5,NA,NA,5,12,5/12,4,0,1,1,4
2020-05-12,7.09,0:54:03,7.6234132581100145,5,12,5/12,5,0,1,1,5
2021-05-12,7.05,NA,NA,5,12,5/12,6,1,1,1,6
2010-05-13,2.13,0:21:00,9.859154929577466,5,13,5/13,1,0,1,1,1
2012-05-13,4.44,0:35:18,7.950450450450449,5,13,5/13,2,0,1,1,2
2014-05-13,4,0:29:32,7.383333333333334,5,13,5/13,3,0,1,1,3
2017-05-13,2.29,0:20:44,9.053857350800582,5,13,5/13,4,0,1,1,4
2018-05-13,6,0:44:44,7.455555555555555,5,13,5/13,5,0,1,1,5
2019-05-13,3.11,0:14:56,4.801714898177921,5,13,5/13,6,0,1,1,6
2019-05-13,3.42,NA,NA,5,13,5/13,7,0,2,0,6
2020-05-13,11.58,1:22:34,7.130109383995394,5,13,5/13,8,1,1,1,7
2014-05-14,4.28,0:33:32,7.834890965732087,5,14,5/14,1,0,1,1,1
2015-05-14,1.7,0:21:43,12.77450980392157,5,14,5/14,2,0,1,1,2
2017-05-14,2.79,0:24:03,8.620071684587815,5,14,5/14,3,0,1,1,3
2018-05-14,3.11,0:15:32,4.994640943193998,5,14,5/14,4,0,1,1,4
2018-05-14,3.45,NA,NA,5,14,5/14,5,0,2,0,4
2020-05-14,5.75,NA,NA,5,14,5/14,6,0,1,1,5
2021-05-14,4.13,0:26:11,6.339790153349475,5,14,5/14,7,1,1,1,6
2012-05-15,4.1,0:28:55,7.0528455284552845,5,15,5/15,1,0,1,1,1
2015-05-15,0.5,0:2:16,4.533333333333333,5,15,5/15,2,0,1,1,2
2015-05-15,1.99,0:10:19,5.184254606365159,5,15,5/15,3,0,2,0,2
2017-05-15,4,0:29:01,7.254166666666666,5,15,5/15,4,0,1,1,3
2020-05-15,5.54,0:39:39,7.157039711191335,5,15,5/15,5,0,1,1,4
2021-05-15,7.5,0:50:05,6.677777777777778,5,15,5/15,6,1,1,1,5
2015-05-16,1,0:4:38,4.633333333333334,5,16,5/16,1,0,1,1,1
2015-05-16,0.5,0:2:17,4.566666666666666,5,16,5/16,2,0,2,0,1
2017-05-16,5.67,0:45:20,7.995296884185773,5,16,5/16,3,0,1,1,2
2019-05-16,7,NA,NA,5,16,5/16,4,0,1,1,3
2020-05-16,7.14,0:52:40,7.376283846872083,5,16,5/16,5,1,1,1,4
2014-05-17,5.03,NA,NA,5,17,5/17,1,0,1,1,1
2019-05-17,7.95,NA,NA,5,17,5/17,2,0,1,1,2
2020-05-17,18.29,2:01:29,6.642063058137416,5,17,5/17,3,0,1,1,3
2021-05-17,7.03,0:49:01,6.972498814604077,5,17,5/17,4,1,1,1,4
2012-05-18,4.1,0:28:58,7.065040650406504,5,18,5/18,1,0,1,1,1
2013-05-18,2.04,0:17:29,8.570261437908497,5,18,5/18,2,0,1,1,2
2014-05-18,3.54,0:25:07,7.095103578154426,5,18,5/18,3,0,1,1,3
2016-05-18,2.64,0:19:47,7.4936868686868685,5,18,5/18,4,0,1,1,4
2017-05-18,5.65,0:46:48,8.283185840707963,5,18,5/18,5,0,1,1,5
2019-05-18,4.44,NA,NA,5,18,5/18,6,0,1,1,6
2021-05-18,6,0:41:38,6.938888888888888,5,18,5/18,7,1,1,1,7
2010-05-19,2.6,0:20:15,7.788461538461537,5,19,5/19,1,0,1,1,1
2016-05-19,3.5,0:25:18,7.228571428571429,5,19,5/19,2,0,1,1,2
2017-05-19,3.01,0:20:52,6.932447397563677,5,19,5/19,3,0,1,1,3
2019-05-19,12.4,NA,NA,5,19,5/19,4,0,1,1,4
2020-05-19,5.67,0:40:34,7.15461493239271,5,19,5/19,5,0,1,1,5
2021-05-19,7.28,0:51:30,7.074175824175824,5,19,5/19,6,1,1,1,6
2010-05-20,3.3,NA,NA,5,20,5/20,1,0,1,1,1
2012-05-20,6.15,0:47:13,7.677506775067751,5,20,5/20,2,0,1,1,2
2014-05-20,4.21,0:30:12,7.173396674584323,5,20,5/20,3,0,1,1,3
2016-05-20,2.59,0:20:00,7.722007722007722,5,20,5/20,4,0,1,1,4
2017-05-20,3.91,0:31:10,7.971014492753623,5,20,5/20,5,0,1,1,5
2020-05-20,7.37,0:53:48,7.299864314789688,5,20,5/20,6,0,1,1,6
2021-05-20,7.13,0:49:31,6.944834034595606,5,20,5/20,7,1,1,1,7
2013-05-21,3.62,0:26:16,7.2559852670349905,5,21,5/21,1,0,1,1,1
2016-05-21,2.83,0:20:13,7.143698468786808,5,21,5/21,2,0,1,1,2
2019-05-21,5.5,0:44:27,8.081818181818182,5,21,5/21,3,0,1,1,3
2020-05-21,7.26,0:51:27,7.086776859504132,5,21,5/21,4,0,1,1,4
2021-05-21,5.19,0:38:34,7.430956968529222,5,21,5/21,5,1,1,1,5
2010-05-22,4.05,0:37:34,9.275720164609053,5,22,5/22,1,0,1,1,1
2012-05-22,4.1,0:31:09,7.597560975609756,5,22,5/22,2,0,1,1,2
2017-05-22,5.92,0:46:27,7.846283783783784,5,22,5/22,3,0,1,1,3
2019-05-22,5.5,NA,NA,5,22,5/22,4,0,1,1,4
2020-05-22,12.02,1:23:40,6.960621186910704,5,22,5/22,5,0,1,1,5
2021-05-22,8.78,1:00:32,6.894457099468489,5,22,5/22,6,1,1,1,6
2016-05-23,2.6,0:20:00,7.6923076923076925,5,23,5/23,1,0,1,1,1
2019-05-23,5.3,NA,NA,5,23,5/23,2,0,1,1,2
2020-05-23,4.69,0:34:10,7.28500355366027,5,23,5/23,3,1,1,1,3
2013-05-24,4.22,0:36:24,8.625592417061613,5,24,5/24,1,0,1,1,1
2014-05-24,4.31,0:30:21,7.041763341067286,5,24,5/24,2,0,1,1,2
