Date,Mileage,time_corr,pace_min,Month,Day,month.day,numRun,highest,rpd,firstRun,numYear
2015-02-13,6.83,1:00:30,8.857979502196194,2,13,2/13,2,0,1,1,2
2016-02-13,3.44,0:28:10,8.187984496124031,2,13,2/13,3,0,1,1,3
2016-02-13,7,0:52:49,7.545238095238095,2,13,2/13,4,0,2,0,3
2018-02-13,4.08,0:28:17,6.93218954248366,2,13,2/13,5,0,1,1,4
2018-02-13,10.06,1:14:01,7.357521537442014,2,13,2/13,6,0,2,0,4
2019-02-13,9.5,NA,NA,2,13,2/13,7,1,1,1,5
2014-02-14,3.02,0:23:51,7.897350993377484,2,14,2/14,1,0,1,1,1
2015-02-14,5.03,0:32:48,6.5208747514910534,2,14,2/14,2,0,1,1,2
2016-02-14,13.1,1:37:01,7.405852417302799,2,14,2/14,3,0,1,1,3
2017-02-14,4.24,0:35:17,8.321540880503145,2,14,2/14,4,0,1,1,4
2017-02-14,10.2,1:14:29,7.302287581699347,2,14,2/14,5,0,2,0,4
2018-02-14,3.08,0:21:34,7.0021645021645025,2,14,2/14,6,0,1,1,5
2018-02-14,9.51,NA,NA,2,14,2/14,7,0,2,0,5
2019-02-14,8,NA,NA,2,14,2/14,8,0,1,1,6
2020-02-14,6.94,0:50:29,7.274255523535062,2,14,2/14,9,1,1,1,7
2014-02-15,5.15,0:34:11,6.6375404530744335,2,15,2/15,1,0,1,1,1
2016-02-15,8.34,1:06:53,8.019584332533974,2,15,2/15,2,0,1,1,2
2017-02-15,9,NA,NA,2,15,2/15,3,0,1,1,3
2018-02-15,8.09,1:01:22,7.5854964977338275,2,15,2/15,4,0,1,1,4
2019-02-15,8,NA,NA,2,15,2/15,5,0,1,1,5
2020-02-15,15.34,1:41:01,6.585180356366797,2,15,2/15,6,1,1,1,6
2010-02-16,2.6,0:22:04,8.487179487179487,2,16,2/16,1,0,1,1,1
2014-02-16,4.01,0:30:00,7.4812967581047385,2,16,2/16,2,0,1,1,2
2015-02-16,6.08,0:45:48,7.532894736842105,2,16,2/16,3,0,1,1,3
2016-02-16,6.8,0:57:07,8.39950980392157,2,16,2/16,4,0,1,1,4
2017-02-16,3.01,0:24:50,8.25027685492802,2,16,2/16,5,0,1,1,5
2017-02-16,8.04,1:01:44,7.6782752902155895,2,16,2/16,6,0,2,0,5
2018-02-16,8,1:00:00,7.5,2,16,2/16,7,0,1,1,6
2019-02-16,1.86,0:9:02,4.856630824372759,2,16,2/16,8,0,1,1,7
2019-02-16,8.2,NA,NA,2,16,2/16,9,0,2,0,7
2020-02-16,6.91,0:49:26,7.153883260974434,2,16,2/16,10,0,1,1,8
2021-02-16,5.13,0:39:25,7.6835607537361925,2,16,2/16,11,1,1,1,9
2016-02-17,7.63,NA,NA,2,17,2/17,1,0,1,1,1
2017-02-17,6.5,0:45:10,6.948717948717948,2,17,2/17,2,0,1,1,2
2018-02-17,1.86,0:9:05,4.883512544802867,2,17,2/17,3,0,1,1,3
2018-02-17,6.73,NA,NA,2,17,2/17,4,0,2,0,3
2019-02-17,13.25,NA,NA,2,17,2/17,5,0,1,1,4
2020-02-17,5.95,0:43:21,7.285714285714286,2,17,2/17,6,0,1,1,5
2021-02-17,5.62,0:40:32,7.212336892052194,2,17,2/17,7,1,1,1,6
2010-02-18,2.6,0:22:56,8.82051282051282,2,18,2/18,1,0,1,1,1
2012-02-18,4.1,0:31:30,7.682926829268293,2,18,2/18,2,0,1,1,2
2014-02-18,3.42,0:24:17,7.1003898635477585,2,18,2/18,3,0,1,1,3
2015-02-18,4.95,0:39:08,7.905723905723906,2,18,2/18,4,0,1,1,4
2017-02-18,1.86,0:9:09,4.919354838709677,2,18,2/18,5,0,1,1,5
2017-02-18,8.65,NA,NA,2,18,2/18,6,0,2,0,5
2018-02-18,12.53,1:28:12,7.039106145251397,2,18,2/18,7,0,1,1,6
2020-02-18,8.08,0:53:45,6.6522277227722775,2,18,2/18,8,1,1,1,7
2014-02-19,4.34,0:30:17,6.977726574500768,2,19,2/19,1,0,1,1,1
2016-02-19,4.26,0:33:20,7.82472613458529,2,19,2/19,2,0,1,1,2
2017-02-19,10,1:18:28,7.846666666666667,2,19,2/19,3,0,1,1,3
2019-02-19,9.75,NA,NA,2,19,2/19,4,0,1,1,4
2020-02-19,10,NA,NA,2,19,2/19,5,0,1,1,5
2021-02-19,5.23,0:33:08,6.3352453792224335,2,19,2/19,6,1,1,1,6
2013-02-20,5.5,0:54:44,9.951515151515151,2,20,2/20,1,0,1,1,1
2015-02-20,4.95,0:37:29,7.572390572390573,2,20,2/20,2,0,1,1,2
2016-02-20,1.86,0:9:14,4.964157706093189,2,20,2/20,3,0,1,1,3
2016-02-20,4.8,NA,NA,2,20,2/20,4,0,2,0,3
2018-02-20,10,1:16:09,7.614999999999999,2,20,2/20,5,0,1,1,4
2019-02-20,8,1:02:30,7.8125,2,20,2/20,6,1,1,1,5
2011-02-21,4.2,0:35:57,8.559523809523808,2,21,2/21,1,0,1,1,1
2015-02-21,6.27,0:52:37,8.3918128654970765,2,21,2/21,2,0,1,1,2
2016-02-21,12.29,1:37:00,7.89259560618389,2,21,2/21,3,0,1,1,3
2018-02-21,10,1:12:57,7.295,2,21,2/21,4,0,1,1,4
2018-02-21,4,0:29:02,7.258333333333334,2,21,2/21,5,0,2,0,4
2019-02-21,9.75,NA,NA,2,21,2/21,6,0,1,1,5
2020-02-21,8.14,0:57:08,7.018837018837019,2,21,2/21,7,0,1,1,6
2021-02-21,6.34,0:42:38,6.724500525762355,2,21,2/21,8,1,1,1,7
2014-02-22,4.5,NA,NA,2,22,2/22,1,0,1,1,1
2015-02-22,3.81,NA,NA,2,22,2/22,2,0,1,1,2
2017-02-22,8.55,1:03:04,7.376218323586744,2,22,2/22,3,0,1,1,3
2018-02-22,9.24,NA,NA,2,22,2/22,4,0,1,1,4
2019-02-22,8,NA,NA,2,22,2/22,5,0,1,1,5
2020-02-22,8.01,1:00:34,7.561381606325427,2,22,2/22,6,0,1,1,6
2021-02-22,5.27,0:38:52,7.375079063883619,2,22,2/22,7,1,1,1,7
2012-02-23,4.1,0:33:14,8.105691056910569,2,23,2/23,1,0,1,1,1
2014-02-23,6.39,0:45:35,7.133541992696922,2,23,2/23,2,0,1,1,2
2015-02-23,2.54,NA,NA,2,23,2/23,3,0,1,1,3
2016-02-23,7.55,NA,NA,2,23,2/23,4,0,1,1,4
2017-02-23,8.82,NA,NA,2,23,2/23,5,0,1,1,5
2018-02-23,8,NA,NA,2,23,2/23,6,0,1,1,6
2019-02-23,7.75,NA,NA,2,23,2/23,7,0,1,1,7
2020-02-23,10,0:54:16,5.426666666666667,2,23,2/23,8,0,1,1,8
2020-02-23,5.47,NA,NA,2,23,2/23,9,0,2,0,8
2021-02-23,2.23,0:17:03,7.645739910313901,2,23,2/23,10,1,1,1,9
2012-02-24,4.1,0:33:16,8.113821138211383,2,24,2/24,1,0,1,1,1
2015-02-24,2.92,NA,NA,2,24,2/24,2,0,1,1,2
2016-02-24,6.96,0:51:50,7.447318007662835,2,24,2/24,3,0,1,1,3
2017-02-24,8,0:56:47,7.097916666666666,2,24,2/24,4,0,1,1,4
2018-02-24,7,0:52:45,7.5357142857142865,2,24,2/24,5,0,1,1,5
2019-02-24,0.75,0:3:18,4.4,2,24,2/24,6,0,1,1,6
2019-02-24,1,0:4:33,4.55,2,24,2/24,7,0,2,0,6
2019-02-24,1.86,0:9:17,4.991039426523297,2,24,2/24,8,0,3,0,6
2019-02-24,9.65,NA,NA,2,24,2/24,9,0,4,0,6
2021-02-24,6.24,0:43:25,6.957799145299146,2,24,2/24,10,1,1,1,7
2014-02-25,3.78,0:33:06,8.756613756613756,2,25,2/25,1,0,1,1,1
2015-02-25,4.45,0:34:10,7.677902621722846,2,25,2/25,2,0,1,1,2
2016-02-25,6.11,NA,NA,2,25,2/25,3,0,1,1,3
2017-02-25,7,0:53:53,7.697619047619047,2,25,2/25,4,0,1,1,4
2018-02-25,1,0:4:34,4.566666666666666,2,25,2/25,5,0,1,1,5
2018-02-25,1.86,0:9:05,4.883512544802867,2,25,2/25,6,0,2,0,5
2018-02-25,7.5,NA,NA,2,25,2/25,7,0,3,0,5
2020-02-25,8.37,1:01:37,7.361608920748706,2,25,2/25,8,0,1,1,6
2021-02-25,6.26,0:45:22,7.247071352502663,2,25,2/25,9,1,1,1,7
2016-02-26,6.92,0:50:05,7.23747591522158,2,26,2/26,1,0,1,1,1
2017-02-26,0.99,0:4:33,4.595959595959596,2,26,2/26,2,0,1,1,2
2017-02-26,1,0:4:36,4.6,2,26,2/26,3,0,2,0,2
2017-02-26,10.09,NA,NA,2,26,2/26,4,0,3,0,2
2019-02-26,8,NA,NA,2,26,2/26,5,0,1,1,3
2020-02-26,8.54,1:02:28,7.314597970335677,2,26,2/26,6,0,1,1,4
2021-02-26,5.78,0:42:09,7.2923875432525955,2,26,2/26,7,1,1,1,5
2014-02-27,3.34,0:22:37,6.771457085828343,2,27,2/27,1,0,1,1,1
2015-02-27,4.91,0:32:36,6.639511201629328,2,27,2/27,2,0,1,1,2
2016-02-27,4.45,0:33:19,7.48689138576779,2,27,2/27,3,0,1,1,3
2019-02-27,8,NA,NA,2,27,2/27,4,0,1,1,4
2020-02-27,7.41,0:52:38,7.103013945119208,2,27,2/27,5,0,1,1,5
2021-02-27,10,1:07:32,6.753333333333333,2,27,2/27,6,1,1,1,6
2015-02-28,6.25,0:41:13,6.594666666666667,2,28,2/28,1,0,1,1,1
2016-02-28,3.1,0:16:01,5.166666666666667,2,28,2/28,2,0,1,1,2
2016-02-28,4.28,NA,NA,2,28,2/28,3,0,2,0,2
2017-02-28,8,0:57:41,7.210416666666666,2,28,2/28,4,0,1,1,3
2018-02-28,9.27,1:09:48,7.529665587918015,2,28,2/28,5,0,1,1,4
2019-02-28,12.22,NA,NA,2,28,2/28,6,0,1,1,5
2020-02-28,8.15,0:55:24,6.797546012269938,2,28,2/28,7,1,1,1,6
2020-02-29,9.88,1:08:13,6.904520917678812,2,29,2/29,1,1,1,1,1
2014-03-01,4.28,0:29:35,6.911993769470405,3,1,3/1,1,0,1,1,1
2015-03-01,4.1,0:30:39,7.475609756097561,3,1,3/1,2,0,1,1,2
2016-03-01,9.38,1:09:24,7.398720682302771,3,1,3/1,3,0,1,1,3
2017-03-01,8.07,1:00:45,7.5278810408921935,3,1,3/1,4,0,1,1,4
2018-03-01,10,1:11:14,7.123333333333333,3,1,3/1,5,0,1,1,5
2019-03-01,8,NA,NA,3,1,3/1,6,0,1,1,6
2020-03-01,16.23,1:46:56,6.588621893612651,3,1,3/1,7,0,1,1,7
2021-03-01,8.37,0:59:13,7.074870569494226,3,1,3/1,8,1,1,1,8
2014-03-02,5.36,0:37:01,6.906094527363184,3,2,3/2,1,0,1,1,1
2015-03-02,4.13,NA,NA,3,2,3/2,2,0,1,1,2
2016-03-02,6.82,0:48:50,7.160312805474096,3,2,3/2,3,0,1,1,3
2017-03-02,7.75,NA,NA,3,2,3/2,4,0,1,1,4
2018-03-02,10.1,1:13:37,7.288778877887789,3,2,3/2,5,0,1,1,5
2019-03-02,7,NA,NA,3,2,3/2,6,0,1,1,6
2020-03-02,5.05,0:41:03,8.12871287128713,3,2,3/2,7,0,1,1,7
2021-03-02,6.3,0:45:54,7.2857142857142865,3,2,3/2,8,1,1,1,8
2012-03-03,4.25,0:31:10,7.333333333333333,3,3,3/3,1,0,1,1,1
2013-03-03,3.75,NA,NA,3,3,3/3,2,0,1,1,2
2015-03-03,4.72,0:37:53,8.026129943502825,3,3,3/3,3,0,1,1,3
2016-03-03,8.42,1:02:02,7.3673792557403015,3,3,3/3,4,0,1,1,4
2017-03-03,7,0:52:54,7.557142857142858,3,3,3/3,5,0,1,1,5
2018-03-03,10.6,NA,NA,3,3,3/3,6,0,1,1,6
2019-03-03,14,NA,NA,3,3,3/3,7,0,1,1,7
2020-03-03,8.27,0:59:25,7.184602982668279,3,3,3/3,8,0,1,1,8
2021-03-03,9.03,0:59:59,6.6426725729051315,3,3,3/3,9,1,1,1,9
2014-03-04,3.96,0:26:31,6.696127946127946,3,4,3/4,1,0,1,1,1
2015-03-04,4.37,0:36:16,8.299008390541571,3,4,3/4,2,0,1,1,2
2016-03-04,8.92,NA,NA,3,4,3/4,3,0,1,1,3
2017-03-04,1.86,0:8:56,4.802867383512544,3,4,3/4,4,0,1,1,4
2017-03-04,7.6,NA,NA,3,4,3/4,5,0,2,0,4
2018-03-04,14.18,1:49:46,7.740949694405265,3,4,3/4,6,0,1,1,5
2019-03-04,8,NA,NA,3,4,3/4,7,0,1,1,6
2020-03-04,9.42,1:09:07,7.33722576079264,3,4,3/4,8,0,1,1,7
2021-03-04,4.05,0:30:46,7.596707818930041,3,4,3/4,9,1,1,1,8
2016-03-05,7.14,0:53:56,7.553688141923436,3,5,3/5,1,0,1,1,1
2017-03-05,8,0:55:16,6.908333333333333,3,5,3/5,2,0,1,1,2
2018-03-05,8,0:59:05,7.385416666666667,3,5,3/5,3,0,1,1,3
2019-03-05,8,NA,NA,3,5,3/5,4,0,1,1,4
2020-03-05,8.05,0:58:14,7.233954451345755,3,5,3/5,5,0,1,1,5
2021-03-05,6.29,0:40:42,6.470588235294118,3,5,3/5,6,1,1,1,6
2015-03-06,1.79,NA,NA,3,6,3/6,1,0,1,1,1
2016-03-06,11.16,1:06:42,5.976702508960574,3,6,3/6,2,0,1,1,2
2017-03-06,8.18,1:00:03,7.341075794621028,3,6,3/6,3,0,1,1,3
2018-03-06,4,0:28:39,7.1625,3,6,3/6,4,0,1,1,4
2018-03-06,10.67,NA,NA,3,6,3/6,5,0,2,0,4
2019-03-06,8,NA,NA,3,6,3/6,6,0,1,1,5
2020-03-06,10.21,1:11:44,7.02579170747633,3,6,3/6,7,0,1,1,6
2021-03-06,12.54,1:23:23,6.649388623072834,3,6,3/6,8,1,1,1,7
2014-03-07,4.11,0:29:51,7.262773722627737,3,7,3/7,1,0,1,1,1
2016-03-07,8.84,0:59:39,6.747737556561086,3,7,3/7,2,0,1,1,2
2017-03-07,4.14,0:29:48,7.1980676328502415,3,7,3/7,3,0,1,1,3
2017-03-07,10.01,1:16:33,7.647352647352648,3,7,3/7,4,0,2,0,3
2018-03-07,12.02,1:28:36,7.371048252911814,3,7,3/7,5,0,1,1,4
2019-03-07,9.6,NA,NA,3,7,3/7,6,0,1,1,5
2020-03-07,8.11,0:57:36,7.102342786683108,3,7,3/7,7,0,1,1,6
2020-03-07,1.29,0:9:22,7.260981912144702,3,7,3/7,8,1,2,0,6
2015-03-08,3.89,0:31:50,8.18337617823479,3,8,3/8,1,0,1,1,1
2016-03-08,8.62,NA,NA,3,8,3/8,2,0,1,1,2
2017-03-08,9.44,1:03:24,6.716101694915254,3,8,3/8,3,0,1,1,3
2018-03-08,4.16,0:28:20,6.810897435897435,3,8,3/8,4,0,1,1,4
2018-03-08,12,1:32:44,7.727777777777778,3,8,3/8,5,0,2,0,4
2019-03-08,8.83,NA,NA,3,8,3/8,6,0,1,1,5
2020-03-08,15.01,1:49:09,7.271818787475016,3,8,3/8,7,1,1,1,6
2014-03-09,3.28,0:21:54,6.676829268292683,3,9,3/9,1,0,1,1,1
2015-03-09,0.5,0:2:17,4.566666666666666,3,9,3/9,2,0,1,1,2
2015-03-09,1.99,0:10:28,5.25963149078727,3,9,3/9,3,0,2,0,2
2016-03-09,7,NA,NA,3,9,3/9,4,0,1,1,3
2017-03-09,4,0:29:03,7.2625,3,9,3/9,5,0,1,1,4
2017-03-09,9,1:09:46,7.7518518518518515,3,9,3/9,6,0,2,0,4
2018-03-09,10,1:10:45,7.075,3,9,3/9,7,0,1,1,5
2019-03-09,15.48,NA,NA,3,9,3/9,8,0,1,1,6
2020-03-09,6.32,0:46:44,7.394514767932489,3,9,3/9,9,0,1,1,7
2021-03-09,6.25,0:48:44,7.797333333333333,3,9,3/9,10,1,1,1,8
2013-03-10,7.9,1:08:26,8.662447257383967,3,10,3/10,1,0,1,1,1
2014-03-10,3.36,0:23:31,6.999007936507937,3,10,3/10,2,0,1,1,2
2015-03-10,1.06,0:8:36,8.11320754716981,3,10,3/10,3,0,1,1,3
2016-03-10,8.25,1:02:42,7.6,3,10,3/10,4,0,1,1,4
2017-03-10,8.18,0:58:53,7.198451507742462,3,10,3/10,5,0,1,1,5
2018-03-10,15.23,1:54:59,7.549792077040928,3,10,3/10,6,0,1,1,6
2019-03-10,5.82,NA,NA,3,10,3/10,7,0,1,1,7
2020-03-10,8.03,0:57:57,7.216687422166874,3,10,3/10,8,1,1,1,8
2014-03-11,4.24,0:35:50,8.45125786163522,3,11,3/11,1,0,1,1,1
2015-03-11,6,0:47:34,7.927777777777778,3,11,3/11,2,0,1,1,2
2016-03-11,8,NA,NA,3,11,3/11,3,0,1,1,3
2017-03-11,8.45,NA,NA,3,11,3/11,4,0,1,1,4
2018-03-11,8.36,1:00:41,7.258771929824562,3,11,3/11,5,0,1,1,5
2019-03-11,5.3,NA,NA,3,11,3/11,6,0,1,1,6
2020-03-11,10,1:14:53,7.488333333333333,3,11,3/11,7,1,1,1,7
2012-03-12,2,0:13:13,6.608333333333333,3,12,3/12,1,0,1,1,1
2015-03-12,4.98,0:39:04,7.8447121820615795,3,12,3/12,2,0,1,1,2
2016-03-12,13,1:36:58,7.458974358974359,3,12,3/12,3,0,1,1,3
2017-03-12,12.04,1:24:44,7.037652270210411,3,12,3/12,4,0,1,1,4
2018-03-12,8.33,1:01:49,7.420968387354942,3,12,3/12,5,0,1,1,5
2019-03-12,9,NA,NA,3,12,3/12,6,0,1,1,6
2020-03-12,7,0:52:10,7.4523809523809526,3,12,3/12,7,1,1,1,7
2010-03-13,3,0:29:28,9.822222222222223,3,13,3/13,1,0,1,1,1
2011-03-13,2.18,0:19:17,8.845565749235474,3,13,3/13,2,0,1,1,2
2013-03-13,2.75,0:19:14,6.993939393939394,3,13,3/13,3,0,1,1,3
2015-03-13,2.87,0:18:34,6.469221835075493,3,13,3/13,4,0,1,1,4
2017-03-13,8.06,0:59:23,7.367659222497932,3,13,3/13,5,0,1,1,5
2018-03-13,4.25,0:30:34,7.192156862745097,3,13,3/13,6,0,1,1,6
2018-03-13,11.13,NA,NA,3,13,3/13,7,0,2,0,6
2019-03-13,8,NA,NA,3,13,3/13,8,1,1,1,7
2015-03-14,5.9,0:49:36,8.406779661016948,3,14,3/14,1,0,1,1,1
2016-03-14,9.22,1:07:25,7.312002892263195,3,14,3/14,2,0,1,1,2
2017-03-14,3.97,0:34:47,8.761544920235098,3,14,3/14,3,0,1,1,3
2017-03-14,8,NA,NA,3,14,3/14,4,0,2,0,3
2018-03-14,10.25,1:16:10,7.43089430894309,3,14,3/14,5,0,1,1,4
2019-03-14,7,NA,NA,3,14,3/14,6,0,1,1,5
2020-03-14,8.02,0:54:33,6.801745635910224,3,14,3/14,7,1,1,1,6
2010-03-15,3,0:28:00,9.333333333333334,3,15,3/15,1,0,1,1,1
2014-03-15,2.74,0:22:45,8.302919708029197,3,15,3/15,2,0,1,1,2
2016-03-15,7.04,NA,NA,3,15,3/15,3,0,1,1,3
2017-03-15,8.39,1:05:44,7.8347238776321015,3,15,3/15,4,0,1,1,4
2018-03-15,7.02,0:48:54,6.965811965811966,3,15,3/15,5,0,1,1,5
2019-03-15,3.11,0:15:46,5.069667738478028,3,15,3/15,6,0,1,1,6
2019-03-15,4.9,NA,NA,3,15,3/15,7,0,2,0,6
2020-03-15,12.64,1:29:18,7.064873417721518,3,15,3/15,8,1,1,1,7
2010-03-16,3,0:30:00,10,3,16,3/16,1,0,1,1,1
2014-03-16,6,0:40:03,6.675,3,16,3/16,2,0,1,1,2
2015-03-16,4.75,0:31:30,6.631578947368421,3,16,3/16,3,0,1,1,3
2016-03-16,1.31,NA,NA,3,16,3/16,4,0,1,1,4
2017-03-16,8,0:53:00,6.625,3,16,3/16,5,0,1,1,5
2018-03-16,6.21,0:32:01,5.1556629092860975,3,16,3/16,6,0,1,1,6
2018-03-16,5.79,NA,NA,3,16,3/16,7,0,2,0,6
2019-03-16,15.13,1:43:02,6.8098700154218985,3,16,3/16,8,0,1,1,7
2020-03-16,7.02,0:48:46,6.946818613485281,3,16,3/16,9,1,1,1,8
2013-03-17,7.33,1:03:52,8.713051386994088,3,17,3/17,1,0,1,1,1
2015-03-17,5,0:41:05,8.216666666666667,3,17,3/17,2,0,1,1,2
2016-03-17,0.71,NA,NA,3,17,3/17,3,0,1,1,3
2017-03-17,3.11,0:15:19,4.92497320471597,3,17,3/17,4,0,1,1,4
2017-03-17,4.35,NA,NA,3,17,3/17,5,0,2,0,4
2018-03-17,8.01,0:59:57,7.484394506866417,3,17,3/17,6,0,1,1,5
2019-03-17,7,NA,NA,3,17,3/17,7,0,1,1,6
2020-03-17,7.46,0:49:21,6.615281501340482,3,17,3/17,8,1,1,1,7
2012-03-18,4.1,0:30:49,7.516260162601626,3,18,3/18,1,0,1,1,1
2014-03-18,3.44,0:30:46,8.943798449612403,3,18,3/18,2,0,1,1,2
2015-03-18,6.14,0:49:29,8.059174809989143,3,18,3/18,3,0,1,1,3
2017-03-18,6,0:42:10,7.027777777777778,3,18,3/18,4,0,1,1,4
2018-03-18,16,1:50:54,6.93125,3,18,3/18,5,0,1,1,5
2020-03-18,7.02,0:48:10,6.861348528015196,3,18,3/18,6,1,1,1,6
2015-03-19,3.82,0:34:20,8.987783595113438,3,19,3/19,1,0,1,1,1
2017-03-19,12.1,1:26:15,7.12809917355372,3,19,3/19,2,0,1,1,2
2019-03-19,10,NA,NA,3,19,3/19,3,0,1,1,3
2020-03-19,6,0:45:11,7.530555555555555,3,19,3/19,4,1,1,1,4
2013-03-20,3.62,0:28:05,7.757826887661142,3,20,3/20,1,0,1,1,1
2014-03-20,4.12,0:27:32,6.682847896440129,3,20,3/20,2,0,1,1,2
2015-03-20,2.12,NA,NA,3,20,3/20,3,0,1,1,3
2018-03-20,3.23,0:22:16,6.893704850361198,3,20,3/20,4,0,1,1,4
2018-03-20,10.25,1:19:24,7.746341463414634,3,20,3/20,5,0,2,0,4
2019-03-20,10,NA,NA,3,20,3/20,6,0,1,1,5
2020-03-20,9.64,1:09:07,7.169778699861687,3,20,3/20,7,1,1,1,6
2017-03-21,3.01,0:23:15,7.724252491694353,3,21,3/21,1,0,1,1,1
2017-03-21,10.43,1:13:26,7.040588047299456,3,21,3/21,2,0,2,0,1
2018-03-21,9.73,1:14:07,7.617334703665638,3,21,3/21,3,0,1,1,2
2019-03-21,9,NA,NA,3,21,3/21,4,0,1,1,3
2020-03-21,5.65,0:42:12,7.4690265486725655,3,21,3/21,5,1,1,1,4
2014-03-22,5.35,0:35:54,6.710280373831776,3,22,3/22,1,0,1,1,1
2017-03-22,9.12,1:03:28,6.959064327485381,3,22,3/22,2,0,1,1,2
2018-03-22,9.9,NA,NA,3,22,3/22,3,0,1,1,3
2019-03-22,8,NA,NA,3,22,3/22,4,0,1,1,4
2020-03-22,13.69,1:40:23,7.332602873143414,3,22,3/22,5,1,1,1,5
2013-03-23,5.2,0:46:29,8.939102564102564,3,23,3/23,1,0,1,1,1
2014-03-23,4.31,0:29:19,6.80201082753287,3,23,3/23,2,0,1,1,2
2017-03-23,4.1,0:31:48,7.75609756097561,3,23,3/23,3,0,1,1,3
2017-03-23,10.14,1:10:46,6.97896120973044,3,23,3/23,4,0,2,0,3
2018-03-23,4,0:28:37,7.154166666666667,3,23,3/23,5,0,1,1,4
2018-03-23,10,1:09:31,6.951666666666667,3,23,3/23,6,0,2,0,4
2019-03-23,10,NA,NA,3,23,3/23,7,1,1,1,5
2017-03-24,10.29,1:07:52,6.595400064787821,3,24,3/24,1,0,1,1,1
2018-03-24,10,1:11:52,7.1866666666666665,3,24,3/24,2,0,1,1,2
2019-03-24,15.17,NA,NA,3,24,3/24,3,0,1,1,3
2020-03-24,8.13,0:53:06,6.531365313653136,3,24,3/24,4,1,1,1,4
2012-03-25,4.1,0:31:30,7.682926829268293,3,25,3/25,1,0,1,1,1
2016-03-25,1.92,0:13:19,6.935763888888889,3,25,3/25,2,0,1,1,2
2017-03-25,8.07,1:00:46,7.529946303180504,3,25,3/25,3,0,1,1,3
2018-03-25,14,1:41:33,7.253571428571429,3,25,3/25,4,0,1,1,4
2019-03-25,5.4,NA,NA,3,25,3/25,5,0,1,1,5
2020-03-25,8.12,0:53:52,6.633825944170772,3,25,3/25,6,1,1,1,6
2013-03-26,5,0:43:47,8.756666666666666,3,26,3/26,1,0,1,1,1
2014-03-26,3.84,0:28:13,7.348090277777778,3,26,3/26,2,0,1,1,2
2016-03-26,2.03,0:15:00,7.389162561576355,3,26,3/26,3,0,1,1,3
2018-03-26,8.05,1:03:35,7.898550724637681,3,26,3/26,4,0,1,1,4
2019-03-26,7.25,NA,NA,3,26,3/26,5,0,1,1,5
2020-03-26,7.14,0:47:49,6.697012138188609,3,26,3/26,6,1,1,1,6
2012-03-27,3.1,0:24:53,8.026881720430108,3,27,3/27,1,0,1,1,1
2014-03-27,4.66,0:43:58,9.434907010014307,3,27,3/27,2,0,1,1,2
2017-03-27,8,0:55:53,6.985416666666667,3,27,3/27,3,0,1,1,3
2018-03-27,4,0:29:06,7.275,3,27,3/27,4,0,1,1,4
2018-03-27,10,NA,NA,3,27,3/27,5,0,2,0,4
2019-03-27,9,NA,NA,3,27,3/27,6,0,1,1,5
2020-03-27,9.52,1:09:19,7.281162464985995,3,27,3/27,7,1,1,1,6
2016-03-28,3.45,0:24:45,7.173913043478261,3,28,3/28,1,0,1,1,1
2017-03-28,4,0:29:59,7.495833333333334,3,28,3/28,2,0,1,1,2
2017-03-28,9.35,NA,NA,3,28,3/28,3,0,2,0,2
2018-03-28,10.29,1:20:15,7.798833819241983,3,28,3/28,4,0,1,1,3
2019-03-28,8,NA,NA,3,28,3/28,5,0,1,1,4
2020-03-28,7.14,0:49:18,6.904761904761904,3,28,3/28,6,1,1,1,5
2016-03-29,4.26,0:30:00,7.042253521126761,3,29,3/29,1,0,1,1,1
2017-03-29,8.02,1:00:04,7.489609310058188,3,29,3/29,2,0,1,1,2
2018-03-29,4.05,0:30:15,7.469135802469136,3,29,3/29,3,0,1,1,3
2018-03-29,9,1:06:39,7.405555555555555,3,29,3/29,4,0,2,0,3
2019-03-29,3.11,0:15:05,4.84994640943194,3,29,3/29,5,0,1,1,4
2019-03-29,2.91,NA,NA,3,29,3/29,6,0,2,0,4
2020-03-29,14,1:39:43,7.122619047619048,3,29,3/29,7,1,1,1,5
2014-03-30,4.99,0:34:38,6.9405477621910485,3,30,3/30,1,0,1,1,1
2015-03-30,4.43,0:32:13,7.272385252069226,3,30,3/30,2,0,1,1,2
2016-03-30,4.3,0:32:00,7.441860465116279,3,30,3/30,3,0,1,1,3
2017-03-30,6.06,0:44:51,7.400990099009902,3,30,3/30,4,0,1,1,4
2018-03-30,7.61,0:58:13,7.650021901007446,3,30,3/30,5,0,1,1,5
2019-03-30,1.24,NA,NA,3,30,3/30,6,0,1,1,6
2019-03-30,4,NA,NA,3,30,3/30,7,1,2,0,6
2015-03-31,5.23,0:43:33,8.326959847036328,3,31,3/31,1,0,1,1,1
2016-03-31,5.56,0:40:00,7.194244604316547,3,31,3/31,2,0,1,1,2
2017-03-31,3.11,0:15:43,5.053590568060021,3,31,3/31,3,0,1,1,3
2017-03-31,4.65,NA,NA,3,31,3/31,4,0,2,0,3
2018-03-31,3.11,0:15:49,5.085744908896034,3,31,3/31,5,0,1,1,4
2018-03-31,6.16,NA,NA,3,31,3/31,6,0,2,0,4
2019-03-31,7.03,NA,NA,3,31,3/31,7,0,1,1,5
2020-03-31,6.5,0:45:13,6.956410256410256,3,31,3/31,8,0,1,1,6
2021-03-31,3.08,0:23:55,7.765151515151515,3,31,3/31,9,1,1,1,7
